expression,reading,eng_meaning,chi_meaning,level,guid
只,ただ,"free of charge, mere, only",免費，僅僅，僅此而已,N3,t3-MU5x.ml
唯,ただ,"mere, sole, plain",單純的，唯一的，普通的,N3,F%qA~M)1]b
戦い,たたかい,"battle, fight",戰鬥，搏鬥,N3,q9<05fFYz
戦う,たたかう,"to fight, to compete, to battle",戰鬥，競爭，搏鬥,N3,Bby>Z<O$Cf
叩く,たたく,"to strike, to beat",打擊，擊打,N3,qn)FIw6-x/
直ちに,ただちに,"at once, immediately",立即，馬上,N3,K6vcg?:lAW
畳む,たたむ,to fold (clothes),折疊（衣服）,N3,rkct5mr//(
立ち上がる,たちあがる,to stand up,站起來,N3,HlZc:`g<19
立場,たちば,"standpoint, position, situation",立場、位置、處境,N3,m+%3thjJjg
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",屹立；被建造（不及物動詞），豎立，被豎立,N3,n<i_4fThiw
経つ,たつ,(time) passes,時間流逝,N3,"r,N`cWnW^X"
達する,たっする,"to reach, to get to",到達，抵達,N3,wK1Ias[)#c
唯,たった,"only, just",只是，僅僅,N3,uOH:v;n@##
だって,だって,"but, because, even",但是，因為，即使,N3,EX/P_yzE.A
たっぷり,たっぷり,"full, in plenty, ample",充足的，大量的，大量的,N3,m+yv?z5be0
たとえ,たとえ,"even if, no matter, though",即使，也無所謂了。,N3,hFX[Llvj7<
谷,たに,valley,谷,N3,hcMe_RS(U*
他人,たにん,"unrelated person, stranger",無關人員，陌生人,N3,hCa*aP>NLK
種,たね,seed; material; cause,種子；材料；原因,N3,q$QKyzwhUV
束,たば,"bunch, bundle",一堆，捆,N3,HpG5d&jd4^
足袋,たび,Japanese socks (with split toe),日本分趾襪,N3,bhqtwW<taj
度,たび,counter for occurrences,出現次數計數器,N3,c~q$.~Py-+
旅,たび,"travel, trip, journey",旅行、旅程,N3,AP3&ju<[do
たびたび,たびたび,"often, repeatedly, frequently",經常，反复，頻繁,N3,N_zxk]NfeP
玉,たま,"ball, sphere, coin",球、球體、硬幣,N3,kel|c(YKw~
球,たま,"globe, sphere, ball",地球儀，球體，球,N3,"IL5}@,L(HU"
弾,たま,"bullet, shot",子彈，射擊,N3,t`CC/|.iog
偶,たま,"even number, couple, friend",偶數、情侶、朋友,N3,H%.6|y[Mxx
騙す,だます,"to trick, to cheat, to deceive",欺騙，詐騙，蒙蔽,N3,Lk)a>8:jDg
偶々,たまたま,"unexpectedly, accidentally, by chance",出乎意料地，偶然地，碰巧,N3,JUx|gK)1.9
たまらない,たまらない,"intolerable, unbearable, unendurable",難以忍受的，無法忍受的，無法忍受的,N3,l`8q_oGHnv
溜まる,たまる,"to collect, to gather, to accumulate",收集，聚集，積累,N3,vB$#wF*|#8
黙る,だまる,to be silent,保持沉默,N3,s)emL*qV&)
試し,ためし,"trial, test",試驗，測試,N3,qBNYe=mSa8
試す,ためす,"to attempt, to test",嘗試，測試,N3,OHz{.@pYIY
溜める,ためる,"to accumulate, to collect",積累，收集,N3,I-!#mDL3^x
便り,たより,"news, correspondence, letter",新聞、信件、信函,N3,gbz0bmQQdz
頼る,たよる,"to rely on, to have recourse to, to depend on",依賴，求助，依附,N3,Cpd=G;du6L
段,だん,"step, stair, grade",階梯、樓梯、坡度,N3,CK0>fzUr{x
単位,たんい,"credit (for a course in school); unit, denomination",學分（學校課程的學分）；單位，單位,N3,ddo&;VY0jx
単語,たんご,word; vocabulary,詞；詞彙,N3,v$Mi}v}l@p
男子,だんし,young man,年輕人,N3,o|;<c@[|f3
単純,たんじゅん,simplicity,簡單,N3,c0+aDZX4Q5
誕生,たんじょう,birth,出生,N3,dP`<<G(e41
ダンス,ダンス,dance,舞蹈,N3,euR|T?GwM~
団体,だんたい,"organization, association",組織、協會,N3,N[4TY72XQk
担当,たんとう,(in) charge,（負責）,N3,eVQE*ebssb
単なる,たんなる,"mere, simple, sheer",單純的，簡單的，純粹的,N3,bCE(TsI6rY
単に,たんに,"simply, merely",簡單來說，僅僅,N3,ndj9zxLbCH
地,ち,earth,地球,N3,o?b;2k}iDx
地位,ちい,"(social) position, status",社會地位、身份,N3,PA:U(:c/cc
地域,ちいき,"area, region",區域,N3,kp_^FvzmU=
チーズ,チーズ,cheese,起司,N3,v`l$a/$V*R
チーム,チーム,team,團隊,N3,zOpx4Q5dSu
知恵,ちえ,"wisdom, wit, intelligence",智慧、機智、才智,N3,jp9hTe)yc?
地下,ちか,"basement, underground",地下室，地下,N3,I;*P_Q7^ak
違い,ちがい,"difference, discrepancy",差異，偏差,N3,E&4b+:J$~A
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",（短語）當然，毫無疑問，肯定,N3,hLl(I;+k]7
近頃,ちかごろ,"lately, recently, nowadays",最近，最近，如今,N3,f(L:7>]T]*
地球,ちきゅう,the earth,地球,N3,qL[iG:?A.4
地区,ちく,"district, section",區，部分,N3,f^*Mzp$yP!
遅刻,ちこく,"lateness, late coming",遲到，遲到,N3,BI&hsIsXx!
知事,ちじ,prefectural governor,縣知事,N3,ISq?4C~q1c
知識,ちしき,"knowledge, information",知識、資訊,N3,JB`8NU-%cx
父親,ちちおや,father,父親,N3,x^b@}}_x/I
知能,ちのう,"intelligence, brains",智力，大腦,N3,s0*$SOLx]G
地平線,ちへいせん,horizon,地平線,N3,K*ilXC|Xu$
地方,ちほう,"area, locality, region",區域、地點、地區,N3,"z)]^*l}=r,"
茶,ちゃ,tea,茶,N3,"fMCQ,=~B@s"
チャンス,チャンス,"chance, opportunity",機會,N3,m8a~R)2L&s
ちゃんと,ちゃんと,"perfectly, properly, exactly",完美地，恰當地，完全地,N3,fb]dH3uhx1
中,ちゅう,"inside, middle, among",內部，中間，​​在…之間,N3,giNr]3xbMq
注,ちゅう,"annotation, explanatory note",註釋，說明性說明,N3,ewit4l?.v2
中央,ちゅうおう,"central, center, middle",中心，中間,N3,hbJS=^3J3d
中学,ちゅうがく,"middle school, junior high school",中學，國中,N3,BDc+1/~Gst
中古,ちゅうこ,"used, second-hand",二手的,N3,oGNXy5VYfH
中止,ちゅうし,"suspension, stoppage, discontinuance",暫停、停止、終止,N3,blGv@A}r>*
駐車,ちゅうしゃ,"parking (e.g., car)",停車（例如，汽車）,N3,r:>>eJ5z0v
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),午餐（與晝ご飯（ひるごはん）相同）,N3,Ce&bm$.+x}
中心,ちゅうしん,"center, core",中心，核心,N3,qN$B1x]6v4
注目,ちゅうもく,"notice, attention, observation",注意、關注、觀察,N3,D//womH([Q
注文,ちゅうもん,"order, request",訂單，請求,N3,"s6G1Y@{fM,"
長期,ちょうき,long time period,長時間,N3,c8O%1yU]YR
調査,ちょうさ,survey; investigation,調查；調查,N3,d$M#lyGTF?
調子,ちょうし,"condition, state, tune, tone",狀況、狀態、調音、音調,N3,"d]P8,Fg)ha"
頂上,ちょうじょう,"top, summit, peak",山頂，峰頂,N3,dQdf#E1ni7
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,-- ください的口語形式；通常由兒童或婦女使用－,N3,o/CK30c)[2
貯金,ちょきん,(bank) savings,（存款,N3,Qk=_]>V~E6
直接,ちょくせつ,"direct, immediate, firsthand",直接的、即時的、第一手的,N3,s&G:wJLBgj
著者,ちょしゃ,"author, writer",作者、作家,N3,f3<v-734W$
散らす,ちらす,"to scatter, to disperse, to distribute",散佈，分散，分佈,N3,vw$z+tJyr%
散る,ちる,"to fall, to scatter (e.g., blossoms)",落下，散落（例如，花）,N3,J2:m]+werC
遂に,ついに,"finally, at last",終於，終於,N3,nxB*ZCg|Xk
通過,つうか,"passage through, passing",穿過，經過,N3,ph$_=yR?BI
通貨,つうか,currency,貨幣,N3,/j4TmH~2}
通学,つうがく,commuting to school,通勤上學,N3,J:l]_|3w@r
通勤,つうきん,commuting to work,通勤上班,N3,e/9Ql]v_wl
通行,つうこう,"passage, passing",通道，經過,N3,c^6[uEL+8F
通じる,つうじる,"to run to, to lead to, to communicate",奔向，導致，溝通,N3,t0;rVhq2PA
通信,つうしん,"correspondence, communications",信函、通訊,N3,jbQzL}efHR
通訳,つうやく,interpretation; interpreter,口譯；口譯員,N3,A:!.K&=/gb
捕まる,つかまる,to be arrested; to be caught,被逮捕；被抓,N3,zje2ssH%h&
掴む,つかむ,"to seize, to catch, to grasp",抓住，攫取，攫取,N3,AX[XflD{[A
疲れ,つかれ,"tiredness, fatigue",疲倦、乏力,N3,il1GiN=]{4
付き合い,つきあい,socialization; friendship; association,社交；友誼；交往,N3,y]4O/.LN};
付合う,つきあう,"to associate with, to keep company with, to get on with",與…交往，與…作伴，相處融洽,N3,comK`lsMXR
次々,つぎつぎ,"in succession, one by one",依次，一個接一個,N3,tMy_Cz-rgH
付く,つく,"to adjoin, to be attached, to adhere",相鄰，附著，沾黏,N3,CCTf>ERIuq
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",安頓下來（在某處），就座（在某處），在老師的指導下學習,N3,f$o&/[vj_J
突く,つく,"to thrust, to strike; to poke",刺，擊；戳,N3,deUV5De}4o
次ぐ,つぐ,"to rank next to, to come after",排在…之後，緊跟在後,N3,lPJSJa%iEy
注ぐ,つぐ,to pour (into),倒入（到）,N3,H]>=HALt|h
付ける,つける,"to attach, to join, to add",連接，加入，添加,N3,COK~n$@s;+
着ける,つける,"to put on, to wear; to draw up",穿上，穿戴；拉起,N3,xK/@QFUs`+
伝わる,つたわる,"to be handed down, to be transmitted",傳承，傳遞,N3,I(SdOHy)n4
土,つち,"earth, soil",土地，土壤,N3,b0C;E+y*OO
続き,つづき,"sequel, continuation",續集，延續,N3,DOx[F]Tq]~
包み,つつみ,"bundle, package",捆綁包,N3,"A$,U3V5z/a"
勤め,つとめ,"work, employment",工作、就業,N3,jyI}</P9|V
務め,つとめ,duty,責任,N3,HBnD=Z&jL.
繋がる,つながる,"to be connected to, to be related to",與…相連，與…相關,N3,o>5Zj80/>t
繋ぐ,つなぐ,"to tie, to fasten, to connect",繫緊，固定，連接,N3,dvYDG|g:)z
繋げる,つなげる,to connect,連接,N3,CaP($Be11=
常に,つねに,always (same as いつも) (written expression),總是（與いつも相同）（書面表達）,N3,"bxwo]l,au."
翼,つばさ,wings,翅膀,N3,h7J%]@@_.i
つまり,つまり,namely; in other words; in short,即；換句話說；簡而言之,N3,Qct:$c#r&I
罪,つみ,"crime, fault, indiscretion",犯罪、過錯、輕率,N3,MgWjvX`Yu]
積む,つむ,"to pile up, to stack",堆積，堆疊,N3,"j$?]*}X8^,"
詰める,つめる,"to pack, to shorten, to work out (details)",打包，縮短，制定（細節）,N3,r`t;z%W._9
積もる,つもる,to pile up,堆積,N3,B|7C=u@tnY
梅雨,つゆ,rainy season,雨季,N3,Kq1aO&o3e~
辛い,つらい,"painful, heart-breaking",痛苦的，令人心碎的,N3,x#3!zMZ{Ua
釣,つり,fishing,釣魚,N3,hp*Ne3T*|9
連れ,つれ,"companion, company",同伴，公司,N3,"M#vEpHbV,1"
出,で,"outflow, coming (going) out, graduate (of)",流出，出來，畢業生,N3,w{EtNFmA(5
出会い,であい,"meeting, rendezvous, encounter",會面、會合、邂逅,N3,d]*3#}qvAo
出合い,であい,an encounter,一次邂逅,N3,NNhd{.G%>}
出会う,であう,"to meet by chance, to come across, to happen to encounter",偶然相遇，碰巧遇到,N3,OTct<~-|UE
提案,ていあん,"proposal, proposition, suggestion",提議、建議,N3,"iGm7,)MoHt"
定期,ていき,fixed term,固定期限,N3,A!sHO/~:s^
抵抗,ていこう,"resistance, opposition",抵抗，反對,N3,N(w.Tb~N=E
提出,ていしゅつ,"presentation, submission, filing",示範、提交、歸檔,N3,_gNbOk8-6
停電,ていでん,failure of electricity,電力故障,N3,H}DrQpl/{h
程度,ていど,"degree, amount, level",程度、數量、級別,N3,F`R&X?&TVu
停留所,ていりゅうじょ,bus or tram stop,公車站或電站,N3,Awx`muH^bu
デート,デート,date (in the sense of 'social engagement' only),日期（僅指「社交活動」的含義）,N3,OE9g6(Wr!Q
敵,てき,"enemy, rival",敵人，對手,N3,Ea+9Js(Fd+
出来事,できごと,"incident happening, event",事件發生，事件,N3,jSaj(o[]4Q
適する,てきする,"to fit, to suit",合適，符合,N3,BBp^;rnN&Z
適切,てきせつ,"appropriate, adequate, relevance",適當的、充分的、相關的,N3,GJ78SM<nAC
適度,てきど,moderate,緩和,N3,"P,Aa?trXr^"
適用,てきよう,applying,申請,N3,F[1:.C?p}A
できれば,できれば,if possible…,如果可能的話…,N3,Nl1_P@+[2J
手品,てじな,"conjuring trick, magic",魔術戲法，魔法,N3,Bmip}Vg}I5
ですから,ですから,therefore,所以,N3,Jo!p#Qfr#o
鉄,てつ,iron,鐵,N3,u7QQ@g<pTi
哲学,てつがく,philosophy,哲學,N3,w4;9Z6RDj*
手伝い,てつだい,"help, helper, assistant",幫助、幫手、助手,N3,KsJJ=HC*D~
徹底,てってい,"thoroughness, completeness",徹底性，完整性,N3,u^FH5{m=7A
鉄道,てつどう,railway; railroad,鐵路；鐵軌,N3,fH8D~mT1*!
徹夜,てつや,"staying up all night, sleepless night",徹夜難眠,N3,"Lx.`K,!_&%"
手間,てま,"time, labor",時間、勞動,N3,zh##v%wLiw
デモ,デモ,"demo, demonstration",演示，演示,N3,zxldW(*v39
典型,てんけい,"type, pattern, archetypal",類型、模式、原型,N3,b#]l?Jh5h
天候,てんこう,weather,天氣,N3,Du(D%o0?(h
電子,でんし,electron; electronic,電子；電子體,N3,KF~X[<t._6
テント,テント,tent,帳篷,N3,C+]@`|c9$-
伝統,でんとう,"tradition, convention",傳統、慣例,N3,b?a#:(nI:=
天然,てんねん,"nature, spontaneity",自然，自發性,N3,mJ@k+Q+jCj
問い,とい,"question, query",問題、查詢,N3,qN5[}C*k;Z
党,とう,party (political),政黨（政治）,N3,CwN*@P-oun
塔,とう,"tower, pagoda",塔，寶塔,N3,K]pA87hQ2g
答案,とうあん,"examination paper, examination script",試卷，考試答案卷,N3,MoK&)Fu]bx
同一,どういつ,"identity, sameness, similarity",同一性、相同性、相似性,N3,l<daK{7I?K
銅貨,どうか,copper coin,銅幣,N3,v?#F}bohO.
当時,とうじ,"at that time, in those days (same as そのころ)",那時，那些日子（同そのころ）,N3,cAqI6F$%jo
動詞,どうし,verb,動詞,N3,Jt^|GpM7=V
同時,どうじ,"simultaneous(ly), same time",同時，同一時間,N3,yvg^A$k^a|
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",不惜一切代價，無論如何，無論多努力,N3,u>t|EJmDdT
どうぞよろしく,どうぞよろしく,pleased to meet you,很高興認識你,N3,k:&n.w>9]!
到着,とうちゃく,arrival,到達,N3,i)aR;Wlc03
道徳,どうとく,morals,德,N3,F<|nkQy)11
投票,とうひょう,"voting, poll",投票，民意調查,N3,NlT[;z*wrK
東洋,とうよう,Orient,東方,N3,kzZ}UECtrI
同様,どうよう,"identical, same (kind), like",相同的，同類的，像,N3,w[nqm0x.)$
童謡,どうよう,"children's song, nursery rhyme",兒童歌曲，童謠,N3,pW$[md&UnE
同僚,どうりょう,colleague; co-worker,同事；同工,N3,Ra.t5JBS3r
道路,どうろ,road,路,N3,zy.8&725kR
通す,とおす,"to let pass, to overlook, to continue",放任不管，忽略，繼續,N3,iHbDjUw`ah
通り過ぎる,とおりすぎる,"to pass, to pass through",通過，穿過,N3,n%iou*]&!6
都会,とかい,city,城市,N3,p*_|WF)kYy
溶く,とく,to dissolve (paint),溶解（油漆）,N3,M1t!(0fZzF
解く,とく,"to unfasten; answer, solve",解開；回答，解決,N3,b.j;M[.:j7
退く,どく,"to retreat, to recede, to withdraw",撤退，退卻，退出,N3,c$$~C+pfb}
毒,どく,"poison, toxicant",毒藥，有毒物質,N3,DARItH3te]
得意,とくい,"pride, triumph, prosperity",驕傲、勝利、繁榮,N3,w<S{;~)l0:
読書,どくしょ,reading,閱讀,N3,F6~L<UDvE+
独身,どくしん,"single, unmarried",單身，未婚,N3,img~a/~?x<
特徴,とくちょう,characteristic(s); feature(s); trait(s),特徵；特性；性狀,N3,dd#*-FyzHW
特長,とくちょう,"forte, merit",強項，優點,N3,e_t7Cd~09D
独特,どくとく,"peculiarity, uniqueness, characteristic",奇特性、獨特性、特徵,N3,"hWn,<pPOA"
独立,どくりつ,"independence (e.g., Ind. Day), self-support",獨立（例如，獨立紀念日）、自給自足,N3,wgVbY)l!G:
溶ける,とける,"to melt, to thaw, to dissolve",融化，解凍，溶解,N3,Go3eNt+^C%
解ける,とける,"to come untied, to come apart",解開，分離,N3,E_4w+LM=cF
どこか,どこか,"somewhere, anywhere",任何地方,N3,n<7QA|Q%GZ
ところが,ところが,"however, while, even if",然而，即便,N3,m-8$vGofT(
ところで,ところで,by the way; even if,順便說一句；即使,N3,yzfKCn.aBb
登山,とざん,mountain-climbing,登山,N3,N-%3i1PqFk
都市,とし,"town, city, urban",城鎮、城市、都市,N3,tNXI!+#v:`
年月,としつき,months and years,月和年,N3,b%`/I;RJ$^
図書,としょ,books,圖書,N3,e>Nm^AgJ])
年寄,としより,"old people, the aged",老年人，老人們,N3,dH(n+sRgp{
閉じる,とじる,"to close (e.g., book, eyes), to shut",關閉（例如，合上書本、閉上眼睛），閉上,N3,JWs?hJ:*yD
途端,とたん,"just (now, at the moment, etc.)",剛剛（現在，此刻等等）,N3,hC>h/uXgyk
土地,とち,"plot of land, lot, soil",地塊、土地、土壤,N3,d;>FkWx>zj
突然,とつぜん,"abruptly, suddenly, unexpectedly",突然地，猝不及防地,N3,u9EG(SkQ{j
トップ,トップ,top,頂部,N3,q]>Jr![.(N
届く,とどく,to reach,到達,N3,e?<7!g}yZ;
とにかく,とにかく,"anyhow, at any rate, anyway",總之，無論如何，反正,N3,im{&K_@wV
飛ばす,とばす,"to skip over, to omit",跳過，省略,N3,Hs}AOgVJU~
飛び出す,とびだす,"to jump out, to rush out, to fly out",跳出去，衝出去，飛出去,N3,jD`AkcS%la
留める,とめる,"to fasten, to turn off, to detain",係緊，關閉，扣留,N3,EluezN4]RV
泊める,とめる,to have someone stay (over night) (v.t.),讓某人留宿（過夜）（動詞）,N3,sr$3#;WnNi
友,とも,"friend, companion, pal",朋友、夥伴、哥們,N3,I(06/Hp@B7
共に,ともに,"sharing with, participate in",分享，參與,N3,J&blXp45W[
虎,とら,tiger,老虎,N3,q3*!nq{_pc
ドライブ,ドライブ,"drive, driving",駕駛，開車,N3,"I,~F.X8Z8F"
トラック,トラック,truck; (running) track,卡車；（跑步）軌道,N3,q*_SbJJ@!!
ドラマ,ドラマ,drama,戲劇,N3,mL~N]Bfwf}
トランプ,トランプ,playing cards (lit: trump),撲克牌（字面意思：王牌）,N3,m&n=U!*VAu
取り上げる,とりあげる,"to take up, to pick up; to confiscate",接管，拾取；沒收,N3,hUa->MmssI
努力,どりょく,"great effort, exertion, endeavor",極大的努力、努力、奮鬥,N3,P$}d5=b$SY
トレーニング,トレーニング,training,訓練,N3,h-6r=v)@/P
ドレス,ドレス,dress,裙子,N3,wj.H_PUH[6
取れる,とれる,"to come off, to be taken off",脫下來，被取下,N3,Hw{&qvpk7n
泥,どろ,mud,土,N3,d(Q$9Oy/;r
トン,トン,ton (1000 lbs.),噸（1000磅）,N3,c$BFN)`=lz
とんでもない,とんでもない,"outrageous, No way!",太離譜了，不可能！,N3,bl*lVwAn^S
どんなに,どんなに,"how, how much",如何，多少,N3,AecyZ~s0IY
トンネル,トンネル,tunnel,隧道,N3,"gyvzV/QL,O"
名,な,"name, reputation",姓名、聲譽,N3,O0j|#CZ{DW
内容,ないよう,"subject, contents, detail",主題、內容、細節,N3,i{JT|O:vZ0
なお,なお,"still, yet",然而，,N3,x$e]XDdzMn
仲,なか,"relation, relationship",關係，關係,N3,x6DIm?q|TP
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",排幹，漂浮，流出（例如，血液，眼淚）,N3,b9+3bd5x%g
半ば,なかば,"middle, halfway",中間，中途,N3,m<2jyxDj3g
仲間,なかま,"company, fellow, colleague, associate",公司、同事、夥伴,N3,O~m#4j_48)
中身,なかみ,content(s); substance,內容物；物質,N3,J`BoSI)KdS
中味,なかみ,"contents, interior, filling",內容物、內部、填充物,N3,iXe{m_#VVd
眺め,ながめ,scene; view; prospect; outlook,景色；視野；前景；眺望,N3,q7BF&&<kDs
眺める,ながめる,"to view, to gaze at",觀看，凝視,N3,Jux]l79hU7
流れ,ながれ,"stream, current",流，當前,N3,d.aR+yRU]C
流れる,ながれる,"to flow, to be washed away",流走，被沖走,N3,L(]6kjxkO5
亡くす,なくす,to lose someone,失去某人,N3,KL@%|R=4Tw
殴る,なぐる,to strike; to hit; to punch,擊打；擊打；拳擊,N3,eS]UZnH]O8
無し,なし,without,沒有,N3,tUofx+jM%K
なぜなら,なぜなら,because,因為,N3,H{Gk:ou^*M
謎,なぞ,"riddle, puzzle, enigma",謎語，謎題，謎團,N3,"NDO,I}[;_1"
納得,なっとく,"consent, assent, understanding",同意、認可、理解,N3,JuwJ4CGSR`
何か,なにか,something,某物,N3,j.C?;uY)C5
なにも,なにも,nothing,沒有什麼,N3,MXWN];^p1V
鍋,なべ,"saucepan, pot",平底鍋，湯鍋,N3,mwf<LRd<l+
生,なま,"raw, unprocessed",生的，未加工的,N3,r*Fk8g)/r@
怠ける,なまける,"to be idle, to neglect",懶散，疏忽,N3,"yx?2EFwB,]"
波,なみ,wave,海浪,N3,pN{_T4/c^1
涙,なみだ,tear,撕,N3,oRUb;($Ghp
悩む,なやむ,"to agonize, to be troubled",痛苦，憂慮,N3,bu-LsE_(B1
鳴らす,ならす,"to ring, to sound",響起，發出聲音,N3,i97JG)YBV+
為る,なる,"to change, to be of use, to reach to",改變，有用，達到,N3,bNL#{T]zX=
生る,なる,to bear fruit,結出果實,N3,L4foi?c6%U
馴れる,なれる,"to become domesticated, to become tame",被馴化，變得溫順,N3,ol(4_S7K{0
縄,なわ,rope,繩索,N3,n`oE5IcC;2
何で,なんで,"Why, What for",為什麼？為了什麼？,N3,HqNM3@mEGg
何でも,なんでも,"by all means, everything",無論如何，一切,N3,KLOu@z)~5u
何とか,なんとか,"somehow, anyhow, one way or another",不管怎樣，總之，不管用什麼方法,N3,PsxfE&mMV)
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",適合（某人），與（衣服）搭配，（某物）變成（某人）,N3,jtNV<xuHWD
煮える,にえる,"to boil, to cook, to be cooked",煮沸，烹調，被煮熟,N3,"bik,,M3:tN"
苦手,にがて,"poor (at), weak (in), dislike (of)",差勁的，不擅長的，不喜歡的,N3,M3gYUPwtEh
握る,にぎる,"to grasp, to seize, to mold sushi",抓住，攫取，塑造壽司,N3,vmSd+R!f5d
日,にち,day,天,N3,Nod.Sq)g|g
日常,にちじょう,"ordinary, regular, everyday",普通的，日常的,N3,m=K]ZkdB>_
日光,にっこう,sunlight,陽光,N3,O|V6=xs6Hv
日中,にっちゅう,"daytime, broad daylight",白天，大白天,N3,1%wJTAZoF
にっこり,にっこり,"smile sweetly, smile, grin",甜甜地笑，笑，咧嘴笑,N3,A?rMl+E(~y
日本,にっぽん,Japan,日本,N3,xVTGJL[~Hv
日本,にほん,Japan,日本,N3,"PdXU2>,+,$"
入場,にゅうじょう,"entrance, admission, entering",入口、入場、進入,N3,zYrH7+;Jc+
煮る,にる,"to boil, to cook",煮沸，烹調,N3,"GsAuw,hW%."
人気,にんき,popularity,人氣,N3,IO!K5zC:])
人間,にんげん,"human being, person",人，人,N3,to[4Ed0}
抜く,ぬく,"to extract, to omit, to unplug",提取，省略，拔掉插頭,N3,J$S#dr#O.=
抜ける,ぬける,"to come out, to fall out, to be omitted",出來，鬧翻，被省略,N3,J{iiC<@SQ{
布,ぬの,cloth,布,N3,q$ysjT]VCx
濡らす,ぬらす,"to wet, to soak",弄濕，浸透,N3,z@Vcw1=;j2
根,ね,root,根,N3,d=p6h26.c<
値,ね,"value, price, cost",價值、價格、成本,N3,EQ[K4a8j3!
願い,ねがい,"desire, wish, request",願望、請求,N3,sUyGKFZ%Xv
願う,ねがう,"to desire, to wish, to request",渴望，願望，請求,N3,2e?!QE;A1
鼠,ねずみ,"mouse, rat",小鼠、大鼠,N3,G}*K+YvkrL
熱帯,ねったい,tropics,熱帶,N3,kkWXGyi|&~
熱中,ねっちゅう,"enthusiasm, zeal, mania",熱情、熱情、狂熱,N3,lPMoEzcLqx
年間,ねんかん,year,年,N3,d_NdY-B:AA
年月,ねんげつ,months and years,月和年,N3,p^QZ#pHDS+
年中,ねんじゅう,"whole year, always, everyday",一年到頭，每天,N3,E0SJPrLvM7
年代,ねんだい,"age, era, period",時代、時期,N3,wqq!d<%$gr
年齢,ねんれい,"age, years",年齡，歲,N3,"lI,ZQ1?Z/$"
野,の,field,場地,N3,y-+2`{({f&
能,のう,"being skilled in, nicely, properly",擅長，很好，恰當,N3,m[Pt*UAu7d
農家,のうか,"farmer, farm family",農民，農戶,N3,v*vXrV&l.l
農業,のうぎょう,agriculture,農業,N3,A3L<i~4B/)
農民,のうみん,"farmers, peasants",農民，農夫,N3,l^C||-Q@FF
能力,のうりょく,"ability, faculty",能力，教師,N3,PQ%>W3<m<u
ノー,ノー,no,不,N3,A$DCH!&r|T
軒,のき,eaves,簷,N3,DjCz-B0?P;
残す,のこす,"to leave (behind, over), to save, to reserve",留下（在…之後），保存，預留,N3,G9}3C/kn`n
残り,のこり,"remaining, left-over",剩餘的,N3,1Ev%4g:!#
乗せる,のせる,"to place on (something), to take on board",放置在（某物）上，帶入,N3,P;&]8~|B5t
載せる,のせる,to place on (something); to publish,放置於（某物）上；發布,N3,c~;t;&Vnza
覗く,のぞく,"to peek in, to look in",偷看，窺視,N3,Hy+I.kN0`%
除く,のぞく,"to remove, to exclude, to except",移除，排除，除外,N3,y<H]05[a~3
望み,のぞみ,"wish, desire, (a) hope",希望，渴望，(a) 願望,N3,QMT.-k$<Eb
望む,のぞむ,"to desire, to wish for; to view",渴望，希望；觀看,N3,"eI17,m{o4{"
後,のち,"afterwards, since then",之後，從那時起,N3,Rbg3w%yZT]
ノック,ノック,knock; fungo (baseball),敲擊；fungo（棒球）,N3,I|?mZ`76Sc
伸ばす,のばす,"to extend, to stretch, to reach out",延伸，伸展，伸出,N3,xaB1#1Nz$
延ばす,のばす,"to extend, to stretch, to reach out",延伸，伸展，伸出,N3,MCU^h_@4jl
伸びる,のびる,"to extend, to make progress, to grow",擴展，取得進展，成長,N3,BVa+StSI^2
延びる,のびる,to be prolonged,延長,N3,h;x99>{wy|
述べる,のべる,"to state, to express, to mention",陳述，表達，提及,N3,vf(j*ek(yX
上る,のぼる,"to ascend, to go up, to climb",攀登，向上走，爬,N3,n99IdD&<1l
昇る,のぼる,"to arise, to ascend, to go up",升起，上升，向上,N3,B@kvH2BlIF
載る,のる,"to appear (in print), to be recorded",出現（在印刷品上），被記錄,N3,Nibr^Gs/g<
のんびり,のんびり,"carefree, at leisure",無憂無慮，悠閒自在,N3,lW(_0K#qr1
場,ば,"place, field (physics)",地點，場（物理學）,N3,GDd)tLjDFI
はあ (かん),はあ (かん),(sigh),（嘆）,N3,q->2~QuZ7t
パーセント,パーセント,percent,百分比,N3,tRJyHS5V6y
灰,はい,ash,灰,N3,yp;].asZlp
梅雨,ばいう,rainy season,雨季,N3,PSy.Vi_[#
バイオリン,バイオリン,violin,小提琴,N3,P0|;%A4sXQ
ハイキング,ハイキング,hiking,遠足,N3,HcQ1$Os%x4
配達,はいたつ,"delivery, distribution",配送、分銷,N3,xw:Qj132Wm
パイプ,パイプ,pipe; channels official or otherwise,管道；管道官方或其他,N3,l4YS(}+dg9
俳優,はいゆう,"actor, actress, performer",演員、女演員、表演者,N3,fZuFXWr:[`
パイロット,パイロット,pilot,飛行員,N3,bJuDn%>JBm
